container,interactivity level,delay,duration,num commands,num keystrokes,attacker_ip,time of log
DESKTOP-4AJRJA,non-interactive,2,,0,0,45.148.10.240,2024-10-25 05:33:03.872640
DESKTOP-5AJRJA,interactive,0,,0,0,35.216.146.2,2024-10-25 05:33:07.057924
DESKTOP-5AJRJA,non-interactive,2,,0,0,178.62.80.95,2024-10-25 05:38:04.403738
DESKTOP-4AJRJA,non-interactive,30,,0,0,45.148.10.240,2024-10-25 05:39:04.129714
DESKTOP-5AJRJA,non-interactive,5,,0,0,178.62.80.95,2024-10-25 05:43:04.122468
DESKTOP-4AJRJA,non-interactive,2,,0,0,45.148.10.240,2024-10-25 05:44:04.114969
DESKTOP-5AJRJA,non-interactive,10,,0,0,178.62.80.95,2024-10-25 05:48:04.194515
DESKTOP-4AJRJA,non-interactive,5,,0,0,45.148.10.240,2024-10-25 05:55:03.853738
DESKTOP-4AJRJA,non-interactive,0,,0,0,45.148.10.240,2024-10-25 06:00:04.240310
DESKTOP-5AJRJA,interactive,30,,0,0,85.192.56.68,2024-10-25 06:02:04.459928
DESKTOP-4AJRJA,non-interactive,10,,0,0,45.148.10.240,2024-10-25 06:06:04.187531
DESKTOP-4AJRJA,interactive,1,,0,0,,2024-10-25 06:07:03.601662
DESKTOP-4AJRJA,non-interactive,2,,0,0,45.148.10.240,2024-10-25 06:11:03.653335
DESKTOP-4AJRJA,interactive,30,,0,0,92.255.85.107,2024-10-25 06:13:03.947162
DESKTOP-5AJRJA,interactive,1,,0,0,,2024-10-25 06:33:03.900881
DESKTOP-4AJRJA,non-interactive,10,,0,0,78.196.17.147,2024-10-25 06:34:04.361623
DESKTOP-4AJRJA,interactive,0,,0,0,103.156.90.66,2024-10-25 06:38:03.667928
DESKTOP-5AJRJA,interactive,0,,0,0,147.185.132.25,2024-10-25 06:40:04.127444
DESKTOP-4AJRJA,interactive,30,,0,0,85.192.56.68,2024-10-25 06:53:03.719901
DESKTOP-5AJRJA,interactive,10,,0,0,,2024-10-25 07:11:03.986523
DESKTOP-4AJRJA,interactive,30,,0,0,,2024-10-25 07:24:03.867242
DESKTOP-5AJRJA,interactive,30,,0,0,,2024-10-25 07:42:04.018519
DESKTOP-4AJRJA,interactive,1,,0,0,,2024-10-25 07:55:04.219123
DESKTOP-5AJRJA,interactive,2,,0,0,,2024-10-25 08:13:04.006580
DESKTOP-4AJRJA,interactive,5,,0,0,,2024-10-25 08:26:04.209967
DESKTOP-5AJRJA,interactive,5,,0,0,,2024-10-25 08:44:04.502821
DESKTOP-4AJRJA,interactive,2,,0,0,,2024-10-25 08:57:04.212110
DESKTOP-5AJRJA,interactive,10,,0,0,65.49.1.90,2024-10-25 09:04:04.214083
DESKTOP-4AJRJA,interactive,1,,0,0,103.77.214.148,2024-10-25 09:05:03.696414
DESKTOP-5AJRJA,interactive,1,,0,0,92.255.85.107,2024-10-25 09:14:04.660676
DESKTOP-4AJRJA,interactive,30,,0,0,161.35.140.252,2024-10-25 09:16:04.226256
DESKTOP-4AJRJA,interactive,10,,0,0,,2024-10-25 09:17:04.335754
